chembl_id,molregno,iupac_name,smiles,molecular_weight,aLogP,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_logp,cx_logd,molecular_species,qed_weighted,np_likeness_score,ic50_value,ic50_units,standard_relation,target_name,target_type,cell_description,disease_name,disease_category,mechanism_of_action,action_type,warning_type,warning_description,IUPACName
CHEMBL2333500,1523140,,CC[C@H](C)[C@H](N)C(=O)Nc1cc([C@H]2[C@H](c3ccccc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)ccc1OC,547.65,4.9,7,2,112.35,11,N,1,4.06,3.07,NEUTRAL,0.33,-0.2,1100,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,3S)-2-amino-N-[2-methoxy-5-[(2R,3S)-4-oxo-3-phenyl-1-(3,4,5-trimethoxyphenyl)azetidin-2-yl]phenyl]-3-methylpentanamide"
CHEMBL2333566,1523207,XANTHOQUINODIN A4,COC(=O)[C@]1([C@@H]2CCC(=O)O2)CC(=O)c2c(cc3c(c2O)[C@@H]2C=C[C@]4(C3)C(=C(O)c3c(O)cc(C)cc3[C@@H]4O)C2=O)O1,574.54,2.77,11,4,176.89,2,N,2,2.67,0.78,ACID,0.31,2.65,31170,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"methyl (1R,7R,13S,23S)-11,16,18,23-tetrahydroxy-20-methyl-9,14-dioxo-7-[(2S)-5-oxooxolan-2-yl]-6-oxahexacyclo[11.10.2.01,15.03,12.05,10.017,22]pentacosa-3,5(10),11,15,17(22),18,20,24-octaene-7-carboxylate"
CHEMBL2333567,1523208,XANTHOQUINODIN A5,COC(=O)CC[C@H](O)[C@@]1(C(=O)OC)CC(=O)c2c(cc3c(c2O)[C@@H]2C=C[C@]4(C3)C(=C(O)c3c(O)cc(C)cc3[C@@H]4O)C2=O)O1,606.58,2.38,12,5,197.12,5,N,2,2.15,0.26,ACID,0.25,2.24,23960,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"methyl (1R,7R,13S,23S)-11,16,18,23-tetrahydroxy-7-[(1S)-1-hydroxy-4-methoxy-4-oxobutyl]-20-methyl-9,14-dioxo-6-oxahexacyclo[11.10.2.01,15.03,12.05,10.017,22]pentacosa-3,5(10),11,15,17(22),18,20,24-octaene-7-carboxylate"
CHEMBL2333568,1523209,XANTHOQUINODIN A6,COC(=O)[C@]12Oc3cc4c(c(O)c3C(=O)C1=C(O)CC[C@@H]2O)[C@@H]1C=C[C@]2(C4)C(=C(O)c3c(O)cc(C)cc3[C@@H]2O)C1=O,574.54,2.64,11,6,191.05,1,N,3,1.98,-0.04,ACID,0.22,2.62,5640,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"methyl (1R,7S,8S,17S,27S)-8,13,15,20,22,27-hexahydroxy-24-methyl-11,18-dioxo-6-oxaheptacyclo[15.10.2.01,19.03,16.05,14.07,12.021,26]nonacosa-3,5(14),12,15,19,21(26),22,24,28-nonaene-7-carboxylate"
CHEMBL2333569,1523210,XANTHOQUINODIN B4,COC(=O)[C@]12Oc3c(c(O)cc4c3[C@@H]3C=C[C@]5(C4)C(=C(O)c4c(O)cc(C)cc4[C@@H]5O)C3=O)C(=O)C1=C(O)CC[C@@H]2O,574.54,2.64,11,6,191.05,1,N,3,1.98,-0.06,ACID,0.22,2.52,30030,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"methyl (1R,12S,13S,17S,27S)-5,7,12,20,22,27-hexahydroxy-24-methyl-9,18-dioxo-14-oxaheptacyclo[15.10.2.01,19.03,16.06,15.08,13.021,26]nonacosa-3,5,7,15,19,21(26),22,24,28-nonaene-13-carboxylate"
CHEMBL2333570,1523211,XANTHOQUINODIN B5,COC(=O)[C@@]12Oc3c(c(O)cc4c3[C@@H]3C=C[C@]5(C4)C(=C(O)c4c(O)cc(C)cc4[C@@H]5O)C3=O)C(=O)C1=C(O)CC[C@@H]2O,574.54,2.64,11,6,191.05,1,N,3,1.98,-0.06,ACID,0.22,2.52,38170,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"methyl (1R,12S,13R,17S,27S)-5,7,12,20,22,27-hexahydroxy-24-methyl-9,18-dioxo-14-oxaheptacyclo[15.10.2.01,19.03,16.06,15.08,13.021,26]nonacosa-3,5,7,15,19,21(26),22,24,28-nonaene-13-carboxylate"
CHEMBL2333571,1523212,XANTHOQUINODIN A1,COC(=O)[C@@]12Oc3cc4c(c(O)c3C(=O)C1=C(O)CC[C@@H]2O)[C@@H]1C=C[C@@]2(C4)C(=O)c3cc(C)cc(O)c3C(O)=C2C1=O,572.52,2.79,11,5,187.89,1,N,2,2.43,0.07,ACID,0.25,2.52,14160,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"methyl (1R,7R,8S,17S)-8,13,15,20,22-pentahydroxy-24-methyl-11,18,27-trioxo-6-oxaheptacyclo[15.10.2.01,19.03,16.05,14.07,12.021,26]nonacosa-3,5(14),12,15,19,21(26),22,24,28-nonaene-7-carboxylate"
CHEMBL2333572,1523213,XANTHOQUINODIN A2,COC(=O)[C@]12Oc3cc4c(c(O)c3C(=O)C1=C(O)CC[C@@H]2O)[C@@H]1C=C[C@@]2(C4)C(=O)c3cc(C)cc(O)c3C(O)=C2C1=O,572.52,2.79,11,5,187.89,1,N,2,2.43,0.07,ACID,0.25,2.52,20800,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"methyl (1R,7S,8S,17S)-8,13,15,20,22-pentahydroxy-24-methyl-11,18,27-trioxo-6-oxaheptacyclo[15.10.2.01,19.03,16.05,14.07,12.021,26]nonacosa-3,5(14),12,15,19,21(26),22,24,28-nonaene-7-carboxylate"
CHEMBL2333573,1523214,XANTHOQUINODIN A3,COC(=O)[C@]1([C@@H]2CCC(=O)O2)CC(=O)c2c(cc3c(c2O)[C@@H]2C=C[C@@]4(C3)C(=O)c3cc(C)cc(O)c3C(O)=C4C2=O)O1,572.52,2.92,11,3,173.73,2,N,2,3.11,0.92,ACID,0.36,2.5,7470,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"methyl (1R,7R,13S)-11,16,18-trihydroxy-20-methyl-9,14,23-trioxo-7-[(2S)-5-oxooxolan-2-yl]-6-oxahexacyclo[11.10.2.01,15.03,12.05,10.017,22]pentacosa-3,5(10),11,15,17(22),18,20,24-octaene-7-carboxylate"
CHEMBL2333733,1523375,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CC(C)CC(C)C2)cc1,435.56,5.4,4,0,48,7,N,1,5.22,5.22,NEUTRAL,0.43,-0.04,1570,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-(3,5-dimethylpiperidin-1-yl)prop-2-en-1-one"
CHEMBL2333734,1523376,,CCC1CCCCN1C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,435.56,5.69,4,0,48,8,N,1,5.43,5.43,NEUTRAL,0.39,-0.13,5240,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-(2-ethylpiperidin-1-yl)prop-2-en-1-one"
CHEMBL2333735,1523377,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(Cl)CC2)cc1,441.96,5.13,4,0,48,7,N,1,4.32,4.32,NEUTRAL,0.34,0.03,4950,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-1-(4-chloropiperidin-1-yl)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-en-1-one"
CHEMBL2333736,1523378,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(c3ccccc3)CC2)cc1,483.61,6.3,4,0,48,8,N,1,5.91,5.91,NEUTRAL,0.28,-0.14,4230,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-(4-phenylpiperidin-1-yl)prop-2-en-1-one"
CHEMBL2333737,1523379,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCN(C)CC2)cc1,422.53,3.67,5,0,51.24,7,N,0,3.49,3.3,NEUTRAL,0.5,-0.16,2290,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-(4-methylpiperazin-1-yl)prop-2-en-1-one"
CHEMBL2333738,1523380,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCOCC2)cc1,409.48,3.75,5,0,57.23,7,N,0,3.42,3.42,NEUTRAL,0.51,-0.26,3310,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-morpholin-4-ylprop-2-en-1-one"
CHEMBL2333739,1523381,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCSCC2)cc1,425.55,4.47,5,0,48,7,N,0,4,4,NEUTRAL,0.48,-0.3,2760,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-thiomorpholin-4-ylprop-2-en-1-one"
CHEMBL2333740,1523382,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC2)cc1,393.48,4.52,4,0,48,7,N,0,4.05,4.05,NEUTRAL,0.51,-0.06,4200,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-pyrrolidin-1-ylprop-2-en-1-one"
CHEMBL2333741,1523383,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)O)cc1,340.38,3.98,4,1,64.99,7,N,0,4,0.7,ACID,0.61,0.38,6100,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-enoic acid"
CHEMBL2333742,1523384,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCl)cc1,401.89,4.25,4,1,56.79,9,N,0,4.08,4.08,NEUTRAL,0.39,0.05,2300,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-N-(2-chloroethyl)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-enamide"
CHEMBL2333743,1523385,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCCl)cc1,415.92,4.64,4,1,56.79,10,N,0,4.14,4.14,NEUTRAL,0.27,0,1980,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-N-(3-chloropropyl)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-enamide"
CHEMBL2333744,1523386,,C#CCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,377.44,3.65,4,1,56.79,8,N,0,3.65,3.65,NEUTRAL,0.43,-0.2,4560,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-prop-2-ynylprop-2-enamide"
CHEMBL2333745,1523387,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)C)cc1,381.47,4.42,4,1,56.79,8,N,0,4.19,4.19,NEUTRAL,0.54,-0.01,2560,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-propan-2-ylprop-2-enamide"
CHEMBL2333746,1523388,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)(C)C)cc1,395.5,4.81,4,1,56.79,7,N,0,4.47,4.47,NEUTRAL,0.54,-0.05,13630,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-N-tert-butyl-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-enamide"
CHEMBL2333747,1523389,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCC(C)C)cc1,395.5,4.67,4,1,56.79,9,N,0,4.66,4.66,NEUTRAL,0.5,0.08,5290,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-(2-methylpropyl)prop-2-enamide"
CHEMBL2333748,1523390,,CCC(C)NC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,395.5,4.81,4,1,56.79,9,N,0,4.72,4.72,NEUTRAL,0.49,-0.18,3430,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-N-butan-2-yl-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-enamide"
CHEMBL2333749,1523391,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CC2)cc1,379.46,4.17,4,1,56.79,8,N,0,3.89,3.89,NEUTRAL,0.55,-0.05,3940,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-N-cyclopropyl-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-enamide"
CHEMBL2333750,1523392,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CCCCC2)cc1,421.54,5.34,4,1,56.79,8,N,1,5.22,5.22,NEUTRAL,0.46,-0.03,2630,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-N-cyclohexyl-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-enamide"
CHEMBL2333751,1523393,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCc2ccco2)cc1,419.48,4.81,5,1,69.93,9,N,0,4.2,4.2,NEUTRAL,0.4,-0.4,5420,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-(furan-2-ylmethyl)prop-2-enamide"
CHEMBL2333752,1523394,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCN2CCOCC2)cc1,466.58,3.73,6,1,69.26,11,N,0,3.28,3.12,NEUTRAL,0.31,-0.49,4150,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-(3-morpholin-4-ylpropyl)prop-2-enamide"
CHEMBL2333753,1523395,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1,505.57,5.56,7,1,84.48,11,N,2,4.96,4.96,NEUTRAL,0.27,-0.17,7010,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-(3,4,5-trimethoxyphenyl)prop-2-enamide"
CHEMBL2333754,1523396,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N(C)C)cc1,367.45,3.98,4,0,48,7,N,0,3.64,3.64,NEUTRAL,0.55,0,6860,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N,N-dimethylprop-2-enamide"
CHEMBL2333755,1523397,,CCN(CC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,395.5,4.76,4,0,48,9,N,0,4.36,4.36,NEUTRAL,0.45,-0.17,6550,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N,N-diethylprop-2-enamide"
CHEMBL2334129,1523775,,CCCN(CCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,423.55,5.54,4,0,48,11,N,1,5.4,5.4,NEUTRAL,0.35,-0.22,2000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N,N-dipropylprop-2-enamide"
CHEMBL2334130,1523776,,CCCCN(CCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,451.61,6.32,4,0,48,13,N,1,6.29,6.29,NEUTRAL,0.26,-0.13,3990,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-N,N-dibutyl-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-enamide"
CHEMBL2334131,1523777,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N(CC(C)C)CC(C)C)cc1,451.61,6.04,4,0,48,11,N,1,6.13,6.13,NEUTRAL,0.31,-0.19,2390,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N,N-bis(2-methylpropyl)prop-2-enamide"
CHEMBL2334132,1523778,,CCCCCN(CCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,479.66,7.11,4,0,48,15,N,1,7.18,7.18,NEUTRAL,0.16,-0.04,6130,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N,N-dipentylprop-2-enamide"
CHEMBL2334133,1523779,,CCCCCCN(CCCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,507.72,7.89,4,0,48,17,N,2,8.07,8.07,NEUTRAL,0.12,-0.01,4030,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N,N-dihexylprop-2-enamide"
CHEMBL2334134,1523780,,C=CCN(CC=C)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,419.52,5.1,4,0,48,11,N,1,5.11,5.11,NEUTRAL,0.29,-0.17,3220,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N,N-bis(prop-2-enyl)prop-2-enamide"
CHEMBL2334135,1523781,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCCC2)cc1,407.51,4.91,4,0,48,7,N,0,4.49,4.49,NEUTRAL,0.48,-0.07,6050,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-piperidin-1-ylprop-2-en-1-one"
CHEMBL2334136,1523782,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCCC2C)cc1,421.54,5.3,4,0,48,7,N,1,4.91,4.91,NEUTRAL,0.45,-0.11,4350,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-(2-methylpiperidin-1-yl)prop-2-en-1-one"
CHEMBL2334137,1523783,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC(C)C2)cc1,421.54,5.15,4,0,48,7,N,1,4.86,4.86,NEUTRAL,0.46,-0.13,11920,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-(3-methylpiperidin-1-yl)prop-2-en-1-one"
CHEMBL2334138,1523784,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(C)CC2)cc1,421.54,5.15,4,0,48,7,N,1,4.78,4.78,NEUTRAL,0.46,-0.11,6450,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-1-(4-methylpiperidin-1-yl)prop-2-en-1-one"
CHEMBL2334139,1523785,,CCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,367.45,4.03,4,1,56.79,8,N,0,3.78,3.78,NEUTRAL,0.57,-0.01,7060,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-ethylprop-2-enamide"
CHEMBL2334140,1523786,,CCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,381.47,4.42,4,1,56.79,9,N,0,4.3,4.3,NEUTRAL,0.52,-0.08,5610,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-propylprop-2-enamide"
CHEMBL2334141,1523787,,CCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,395.5,4.81,4,1,56.79,10,N,0,4.74,4.74,NEUTRAL,0.36,-0.01,1330,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-N-butyl-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]prop-2-enamide"
CHEMBL2334142,1523788,,CCCCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,423.55,5.59,4,1,56.79,12,N,1,5.63,5.63,NEUTRAL,0.27,0.09,5530,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-hexylprop-2-enamide"
CHEMBL2334143,1523789,,CCCCCCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,451.61,6.37,4,1,56.79,14,N,1,6.52,6.52,NEUTRAL,0.21,0.08,4280,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-[2,4-dimethoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]phenyl]-N-octylprop-2-enamide"
CHEMBL2334185,1523832,,Cc1cc(=O)oc2cc(OCCn3cc(CSC(=S)N4CCN(C(=O)OC(C)(C)C)CC4)nn3)ccc12,545.69,3.84,10,0,102.93,6,N,1,3.72,3.72,NEUTRAL,0.34,-1.42,90380,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,tert-butyl 4-[[1-[2-(4-methyl-2-oxochromen-7-yl)oxyethyl]triazol-4-yl]methylsulfanylcarbothioyl]piperazine-1-carboxylate
CHEMBL2334186,1523833,,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(CCOc3ccc4ccc(=O)oc4c3)nn2)CC1,531.66,3.53,10,0,102.93,6,N,1,3.42,3.42,NEUTRAL,0.35,-1.25,79800,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,tert-butyl 4-[[1-[2-(2-oxochromen-7-yl)oxyethyl]triazol-4-yl]methylsulfanylcarbothioyl]piperazine-1-carboxylate
CHEMBL2334187,1523834,,Fc1ccc(Cn2cc(CSC(=S)N3CCNCC3)nn2)cc1,351.48,1.89,6,1,45.98,4,N,0,2.55,1.99,NEUTRAL,0.85,-2.18,49890,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,[1-[(4-fluorophenyl)methyl]triazol-4-yl]methyl piperazine-1-carbodithioate
CHEMBL2334188,1523835,,S=C(SCc1cn(Cc2ccccc2Cl)nn1)N1CCNCC1,367.93,2.4,6,1,45.98,4,N,0,3.02,2.45,NEUTRAL,0.84,-2.24,38860,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,[1-[(2-chlorophenyl)methyl]triazol-4-yl]methyl piperazine-1-carbodithioate
CHEMBL2334189,1523836,,S=C(SCc1cn(Cc2ccc(Cl)cc2)nn1)N1CCNCC1,367.93,2.4,6,1,45.98,4,N,0,3.02,2.45,NEUTRAL,0.84,-2.08,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,[1-[(4-chlorophenyl)methyl]triazol-4-yl]methyl piperazine-1-carbodithioate
CHEMBL2334190,1523837,,Cc1ccc(Cn2cc(CSC(=S)N3CCNCC3)nn2)cc1,347.51,2.06,6,1,45.98,4,N,0,2.92,2.36,NEUTRAL,0.85,-1.96,53160,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,[1-[(4-methylphenyl)methyl]triazol-4-yl]methyl piperazine-1-carbodithioate
CHEMBL2334191,1523838,,COc1ccc(Cn2cc(CSC(=S)N3CCNCC3)nn2)cc1,363.51,1.76,7,1,55.21,5,N,0,2.25,1.69,NEUTRAL,0.81,-1.77,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,[1-[(4-methoxyphenyl)methyl]triazol-4-yl]methyl piperazine-1-carbodithioate
CHEMBL2334192,1523839,,S=C(SCc1cn(Cc2ccc(Cl)c(Cl)c2)nn1)N1CCNCC1,402.38,3.06,6,1,45.98,4,N,0,3.62,3.06,NEUTRAL,0.79,-2.17,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[1-[(3,4-dichlorophenyl)methyl]triazol-4-yl]methyl piperazine-1-carbodithioate"
CHEMBL2334193,1523840,,COc1cc(Cn2cc(CSC(=S)N3CCNCC3)nn2)cc(OC)c1OC,423.56,1.78,9,1,73.67,7,N,0,1.94,1.37,NEUTRAL,0.67,-1.31,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[1-[(3,4,5-trimethoxyphenyl)methyl]triazol-4-yl]methyl piperazine-1-carbodithioate"
